id,설치장소명,설치장소상세,설치시도명,설치시군구명,설치시설구분,서비스제공사명,와이파이SSID,설치년월,소재지도로명주소,소재지지번주소,관리기관명,관리기관전화번호,위도,경도,데이터기준일자
1339,종합사회복지회관,1 2층,전라북도,고창군,복지시설,KT,Public Wifi FREE,2013-11-1,전라북도 고창군 고창읍  전봉준로 88-15,전라북도 고창군 고창읍 율계리 114-4,종합사회복지관,063-560-2292,35.444683,126.683398,2015-09-11
1340,고창군다문화가족지원센터,1층 로비,전라북도,고창군,복지시설,KT,Public Wifi FREE,2013-11-1,전라북도 고창군 고창읍  성산로 57 (1층),전라북도 고창군 고창읍 교촌리 233-5,고창군다문화가족지원센터,063-560-2288,35.438446,126.699036,2015-09-11
1341,민원봉사과,민원실,전라북도,고창군,관공서,KT,Public Wifi FREE,2013-5-1,전라북도 고창군 고창읍 중앙로 245,전라북도 고창군 고창읍 교촌리 275-3,민원봉사과,063-560-2381,35.435758,126.701884,2015-09-11
1342,고창읍사무소,민원실,전라북도,고창군,관공서,KT,Public Wifi FREE,2013-5-1,전라북도 고창군 고창읍 모양성로 26,전라북도 고창군 고창읍 교촌리 283-3,고창읍사무소,063-560-8112,35.434404,126.703134,2015-09-11
1343,고창공용버스터미널,대합실,전라북도,고창군,교통시설,KT,Public Wifi FREE,2013-5-1,전라북도 고창군 고창읍 중앙로 191,전라북도 고창군 고창읍 읍내리 629,고창공용버스터미널,063-560-2338,35.435705,126.696421,2015-09-11
1344,고창전통(상설)시장,시장 사거리 주변,전라북도,고창군,서민복지시설,LGU+,Public Wifi FREE,2013-11-1,전라북도 고창군 고창읍 동리로 62-11,전라북도 고창군 고창읍 읍내리 367,고창전통(상설)시장,063-560-2338,35.432551,126.698597,2015-09-11
1345,여성회관,1층 로비,전라북도,고창군,복지시설,LGU+,Public Wifi FREE,2014-11-1,전라북도 고창군 고창읍 월곡공원1길 36,전라북도 고창군 고창읍 월곡리 619,여성회관,063-560-2338,35.438084,126.712789,2015-09-11
1346,고창고인돌(상)휴게소,휴게소,전라북도,고창군,교통시설,KT,Public Wifi FREE,2013-5-1,전라북도 고창군 신림면 서해안고속도로 80-1,전라북도 고창군 신림면 벽송리 598-5,고창고인돌(상)휴게소,063-560-2338,35.462414,126.674039,2015-09-11
1347,고창고인돌(하)휴게소,휴게소,전라북도,고창군,교통시설,KT,Public Wifi FREE,2013-5-1,전라북도 고창군 신림면 서해안고속도로 81,전라북도 고창군 신림면 벽송리 557-10,고창고인돌(하)휴게소,063-560-2338,35.467289,126.673256,2015-09-11
1348,고창군청소년수련관,1층 로비,전라북도,고창군,지역문화시설,LGU+,Public Wifi FREE,2013-11-1,전라북도 고창군 고창읍 운동장길 36,전라북도 고창군 고창읍 월암리 316,고창군청소년수련관,063-560-2338,35.432568,126.724618,2015-09-11
1349,청소년문화센터,1층 로비,전라북도,고창군,복지시설,LGU+,Public Wifi FREE,2014-11-1,전라북도 고창군 고창읍 중앙로 292,전라북도 고창군 고창읍 교촌리 55-2,청소년문화센터,063-560-2338,35.435371,126.706893,2015-09-11
1350,흥덕청소년문화의집,1 2층,전라북도,고창군,복지시설,LGU+,Public Wifi FREE,2013-11-1,전라북도 고창군 흥덕면 선운대로 3774,전라북도 고창군 흥덕면 흥덕리 63,흥덕청소년문화의집,063-560-2338,35.520793,126.703174,2015-09-11
1351,성내청소년문화의집,1층 로비,전라북도,고창군,복지시설,LGU+,Public Wifi FREE,2013-11-1,전라북도 고창군 성내면 시기2길 18,전라북도 고창군 성내면 양계리 464,성내청소년문화의집,063-560-2338,35.538574,126.74231,2015-09-11
1352,선운산유스호스텔,1 2 3층,전라북도,고창군,관광,LGU+,Public Wifi FREE,2013-11-1,전라북도 고창군 아산면 선운사로 158-36,전라북도 고창군 아산면 삼인리 334,선운산유스호스텔,063-560-2338,35.503203,126.583037,2015-09-11
1353,대전광역시중구청,일반민원실,대전광역시,중구,관공서,KT,Public WiFi Free,2016-3-1,대전광역시 중구 중앙로 100,대전광역시 중구 대흥동 499-1,대전광역시 중구청,042-606-6090,36.325571,127.421349,2016-05-31
1354,대전광역시중구청,지적민원실,대전광역시,중구,관공서,KT,Public WiFi Free,2016-3-1,대전광역시 중구 중앙로 100,대전광역시 중구 대흥동 499-1,대전광역시 중구청,042-606-6090,36.325571,127.421349,2016-05-31
1355,대전광역시중구청,본관 1별관옥외용,대전광역시,중구,관공서,SKT,Public WiFi Free,2016-10-1,대전광역시 중구 중앙로 100,대전광역시 중구 대흥동 499-1,대전광역시 중구청,042-606-6090,36.325571,127.421349,2016-05-31
1356,대전광역시중구보건소,1 2층 민원실,대전광역시,중구,관공서,SKT,Public WiFi Free,2016-5-1,대전광역시 중구 산성로 63,대전광역시 중구 문화동 785,대전광역시 중구청,042-606-6090,36.307993,127.395082,2016-05-31
1357,대전광역시중구보건지소,1 2 3층 민원실,대전광역시,중구,관공서,SKT,Public WiFi Free,2016-5-1,대전광역시 중구 중앙로 100,대전광역시 중구 대흥동 499-1,대전광역시 중구청,042-606-6090,36.325571,127.421349,2016-05-31
1358,대전광역시중구효문화마을관리원,1 2 3층,대전광역시,중구,관공서,SKT,Public WiFi Free,2016-5-1,대전광역시 중구 뿌리공원로 47,대전광역시 중구 안영동 산 7-1,대전광역시 중구청,042-606-6090,36.285987,127.383415,2016-05-31
1359,노인복지관,1 2 4층,경기도,군포시,서민복지시설,KT,Public WiFi Free,2014-9-1,경기도 군포시 고산로 223(당동),경기도 군포시 당동 887,경기도 군포시청,031-390-0301,37.34537975,126.9474581,2016-08-01
1360,대야도서관,2~4층,경기도,군포시,관공서,KT,Public WiFi Free,2014-9-1,경기도 군포시 대야2로 139,경기도 군포시 대야미동 636-7,경기도 군포시청,031-390-0301,37.33025986,126.9153469,2016-08-01
1361,보건소,지하1층 ~ 지상3층,경기도,군포시,관공서,LGU+,Public WiFi Free,2014-9-1,경기도 군포시 군포로 221(부곡동),경기도 군포시 부곡동 770-1번지,경기도 군포시청,031-390-0301,37.33300952,126.9256573,2016-08-01
1362,수도사업소,1 2층,경기도,군포시,관공서,KT,Public WiFi Free,2014-9-1,경기도 군포시 수리산로 151,경기도 군포시 산본동 485-6,경기도 군포시청,031-390-0301,37.36386217,126.9169437,2016-08-01
1363,시청,민원봉사실  1~5층 복도,경기도,군포시,관공서,LGU+,Public WiFi Free,2014-9-1,경기도 군포시 청백리길 6(금정동),경기도 군포시 금정동 844번지,경기도 군포시청,031-390-0301,37.36149474,126.9349577,2016-08-01
1364,장애인종합복지관,지하1층 ~ 지상4층,경기도,군포시,서민복지시설,KT,Public WiFi Free,2014-9-1,경기도 군포시 청백리길 18(금정동),경기도 군포시 금정동 844-1번지,경기도 군포시청,031-390-0301,37.36308371,126.9341707,2016-08-01
1365,청소년수련관,지하1층 ~ 지상4층,경기도,군포시,서민복지시설,LGU+,Public WiFi Free,2014-9-1,경기도 군포시 산본로 322(금정동),경기도 군포시 금정동 847-3번지,경기도 군포시청,031-390-0301,37.35978263,126.9346702,2016-08-01
1366,중앙도서관,1~4층,경기도,군포시,관공서,KT,Public WiFi Free,2014-9-1,경기도 군포시 수리산로 79(산본동),경기 군포시 산본동 1152,경기도 군포시청,031-390-8882,37.3553243,126.9157246,2016-08-01
1367,군포역전시장,시장내부,경기도,군포시,기타,KT,Public WiFi Free,2014-6-1,경기도 군포시 군포로 548-1,경기도 군포시 당동 749,경기도 군포시청,031-390-0301,37.35489802,126.9470045,2016-08-01
1368,노인복지관,1 2 4층,경기도,군포시,서민복지시설,KT,Public WiFi Free,2014-6-1,경기도 군포시 고산로 223(당동),경기도 군포시 당동 887,경기도 군포시청,031-390-0301,37.34537975,126.9474581,2016-08-01
1369,대야도서관,2~4층,경기도,군포시,관공서,KT,Public WiFi Free,2014-6-1,경기도 군포시 대야2로 139,경기도 군포시 대야미동 636-7,경기도 군포시청,031-390-0301,37.33025986,126.9153469,2016-08-01
1370,보건소,지하1층 ~ 지상3층,경기도,군포시,관공서,LGU+,Public WiFi Free,2014-6-1,경기도 군포시 군포로 221(부곡동),경기도 군포시 부곡동 770-1번지,경기도 군포시청,031-390-0301,37.33300952,126.9256573,2016-08-01
1371,시청,민원봉사실  1~5층 복도,경기도,군포시,관공서,LGU+,Public WiFi Free,2014-11-1,경기도 군포시 청백리길 6(금정동),경기도 군포시 금정동 844번지,경기도 군포시청,031-390-0301,37.36149474,126.9349577,2016-08-01
1372,장애인종합복지관,지하1층 ~ 지상4층,경기도,군포시,서민복지시설,KT,Public WiFi Free,2014-6-1,경기도 군포시 청백리길 18(금정동),경기도 군포시 금정동 844-1번지,경기도 군포시청,031-390-0301,37.36308371,126.9341707,2016-08-01
1373,청소년수련관,지하1층 ~ 지상4층,경기도,군포시,서민복지시설,LGU+,Public WiFi Free,2014-6-1,경기도 군포시 산본로 322(금정동),경기도 군포시 금정동 847-3번지,경기도 군포시청,031-390-0301,37.35978263,126.9346702,2016-08-01
1374,산본보건지소,1~3층,경기도,군포시,관공서,KT,Public WiFi Free,2014-9-1,경기도 군포시 산본천로 101(산본동),경기도 군포시 산본동 1096번지,경기도 군포시청,031-390-0301,37.3639766,126.9331037,2016-08-01
1375,늘푸른노인복지관,지하1층 ~ 지상4층,경기도,군포시,서민복지시설,KT,Public WiFi Free,2014-9-1,경기도 군포시 산본천로 101(산본동),경기도 군포시 산본동 1096번지,경기도 군포시청,031-390-0301,37.3639766,126.9331037,2016-08-01
1376,산본도서관,지하1층 ~ 지상2층,경기도,군포시,관공서,KT,Public WiFi Free,2014-9-1,경기도 군포시 광정로 96(산본동),경기도 군포시 산본동 1122번지,경기도 군포시청,031-390-8854,37.3616661,126.9288829,2016-08-01
1377,군포1동주민센터,1~3층,경기도,군포시,관공서,KT,Public WiFi Free,2014-9-1,경기도 군포시 군포로 531(당동),경기도 군포시 당동 751-15,경기도 군포시청,031-390-0301,37.3536269,126.9455526,2016-08-01
1378,금정동주민센터,1~4층,경기도,군포시,관공서,KT,Public WiFi Free,2014-9-1,경기도 군포시 금산로 35(금정동),경기도 군포시 금정동 705-5,경기도 군포시청,031-390-0301,37.3653925,126.9392847,2016-08-01
1379,수리동주민센터,1~2층,경기도,군포시,관공서,KT,Public WiFi Free,2014-9-1,경기도 군포시 수리산로 38(산본동),경기도 군포시 산본동 1151-7,경기도 군포시청,031-390-0301,37.3560667,126.9210367,2016-08-01
1380,고경면주민센터,민원실,경상북도,영천시,관공서,KT,Public WiFi Free,2015-11-1,경상북도 영천시 고경면 호국로 1065-25,경상북도 영천시 고경면 해선리 309-2,경상북도 영천시청,054-330-6663,36.0015924,129.0457222,2015-09-15
1381,북안면주민센터,민원실,경상북도,영천시,관공서,KT,Public WiFi Free,2015-11-1,경상북도 영천시 북안면 운북로 1995,경상북도 영천시 북안면 고지리 549-1,경상북도 영천시청,054-330-6663,35.9154641,129.009184,2015-09-15
1382,대전광역시중구뿌리공원관광안내소,관광안내소 옥외용,대전광역시,중구,관공서,KT,Public WiFi Free,2016-5-1,대전광역시 중구 뿌리공원로 79,대전광역시 중구 침산동 산 34,대전광역시 중구청,042-606-6090,36.285427,127.388084,2016-05-31
1383,대전광역시중구은행선화동주민센터,민원실,대전광역시,중구,관공서,SKT,Public WiFi Free,2016-7-1,대전광역시 중구 보문로337번길33,대전광역시 중구 선화동 194-1,대전광역시 중구청,042-606-6090,36.332387,127.416656,2016-05-31
1384,대전광역시중구목동주민센터,민원실,대전광역시,중구,관공서,SKT,Public WiFi Free,2016-7-1,대전광역시 중구 목중로39번길39,대전광역시 중구 목동 363-2,대전광역시 중구청,042-606-6090,36.3355437,127.4077928,2016-05-31
1385,대전광역시중구중촌동주민센터,민원실,대전광역시,중구,관공서,SKT,Public WiFi Free,2016-7-1,대전광역시 중구 대종로663-7,대전광역시 중구 중촌동 102-1,대전광역시 중구청,042-606-6090,36.338886,127.412406,2016-05-31
1386,대전광역시중구대흥동주민센터,민원실,대전광역시,중구,관공서,SKT,Public WiFi Free,2016-7-1,대전광역시 중구 수도산로 15,대전광역시 중구 대흥동 448,대전광역시 중구청,042-606-6090,36.323444,127.424127,2016-05-31
1387,대전광역시중구문창동주민센터,민원실,대전광역시,중구,관공서,SKT,Public WiFi Free,2016-7-1,대전광역시 중구 보문로20번길 38,대전광역시 중구 문창동 116-15,대전광역시 중구청,042-606-6090,36.316167,127.437932,2016-05-31
1388,대전광역시중구석교동주민센터,민원실,대전광역시,중구,관공서,SKT,Public WiFi Free,2016-7-1,대전광역시 중구 대종로 228,대전광역시 중구 석교동 12-4,대전광역시 중구청,042-606-6090,36.309696,127.442432,2016-05-31
1389,대전광역시중구대사동주민센터,민원실,대전광역시,중구,관공서,SKT,Public WiFi Free,2016-7-1,대전광역시 중구 충무로 65,대전광역시 중구 대사동 116-8,대전광역시 중구청,042-606-6090,36.317611,127.424822,2016-05-31
1390,대전광역시중구부사동주민센터,민원실,대전광역시,중구,관공서,SKT,Public WiFi Free,2016-7-1,대전광역시 중구 보문로68번길 20,대전광역시 중구 부사동 128-11,대전광역시 중구청,042-606-6090,36.314195,127.433682,2016-05-31
1391,대전광역시중구용두동주민센터,민원실,대전광역시,중구,관공서,SKT,Public WiFi Free,2016-7-1,대전광역시 중구 동서대로1322번길 111,대전광역시 중구 용두동 28-10,대전광역시 중구청,042-606-6090,36.325165,127.410379,2016-05-31
1392,대전광역시중구오류동주민센터,민원실,대전광역시,중구,관공서,SKT,Public WiFi Free,2016-7-1,대전광역시 중구 오류로 56,대전광역시 중구 오류동 179-7,대전광역시 중구청,042-606-6090,36.325471,127.403852,2016-05-31
1393,대전광역시중구태평1동주민센터,민원실,대전광역시,중구,관공서,SKT,Public WiFi Free,2016-7-1,대전광역시 중구 동서대로 1234,대전광역시 중구 태평동 331-34,대전광역시 중구청,042-606-6090,36.326082,127.397074,2016-05-31
1394,대전광역시중구태평2동주민센터,민원실,대전광역시,중구,관공서,SKT,Public WiFi Free,2016-7-1,대전광역시 중구 평촌로 51,대전광역시 중구 태평동 3307-2,대전광역시 중구청,042-606-6090,36.321249,127.392908,2016-05-31
1395,대전광역시중구유천1동주민센터,민원실,대전광역시,중구,관공서,SKT,Public WiFi Free,2016-7-1,대전광역시 중구 계백로1566번길 57,대전광역시 중구 유천동 297-21,대전광역시 중구청,042-606-6090,36.315028,127.395242,2016-05-31
1396,대전광역시중구유천2동주민센터,민원실,대전광역시,중구,관공서,SKT,Public WiFi Free,2016-7-1,대전광역시 중구 문화로133번길 55,대전광역시 중구 유천동 171-3,대전광역시 중구청,042-606-6090,36.315361,127.399213,2016-05-31
1397,대전광역시중구문화1동주민센터,민원실,대전광역시,중구,관공서,SKT,Public WiFi Free,2016-7-1,대전광역시 중구 문화로 195,대전광역시 중구 문화동 284-169,대전광역시 중구청,042-606-6090,36.315249,127.406462,2016-05-31
1398,대전광역시중구문화2동주민센터,민원실,대전광역시,중구,관공서,SKT,Public WiFi Free,2016-7-1,대전광역시 중구 당디로6번길 90,대전광역시 중구 문화동 773,대전광역시 중구청,042-606-6090,36.307723,127.399241,2016-05-31
1399,대전광역시중구산성동주민센터,민원실,대전광역시,중구,관공서,SKT,Public WiFi Free,2016-7-1,대전광역시 중구 대둔산로 403,대전광역시 중구 산성동 117-4,대전광역시 중구청,042-606-6090,36.305362,127.386132,2016-05-31
1400,의왕시 청소년 수련관,지하 1층  1~3층,경기도,의왕시,서민·복지시설,KT,Public WiFi Free,2014-1-1,경기도 의왕시 문화공원로 33,경기도 의왕시 고천동 100-1,경기도 의왕시청,031-345-2301,37.34180803,126.9719271,2016-05-31
1401,의왕시 내손1동 주민센터,민원실,경기도,의왕시,관공서,SKT,Public WiFi Free,2014-1-1,경기도 의왕시 갈미로 71,경기도 의왕시 내손1동 787,경기도 의왕시청,031-345-2301,37.37819191,126.9756154,2016-05-31
1402,의왕시 글로벌도서관,글로벌도서관 내부,경기도,의왕시,관공서,의왕시,uiwang,2014-1-1,경기도 의왕시 보식골로 30-10,경기도 의왕시 오전동 236-14,경기도 의왕시청,031-345-2301,37.35763853,126.9705887,2016-05-31
1403,의왕시 고천동 주민센터,민원실,경기도,의왕시,관공서,SKT,Public WiFi Free,2014-1-1,경기도 의왕시 사그내길 11,경기도 의왕시 고천동 272-2,경기도 의왕시청,031-345-2301,37.34772865,126.9757506,2016-05-31
1404,동부동주민센터,민원실,경상북도,영천시,관공서,KT,Public WiFi Free,2015-11-1,경상북도 영천시 상록 4길 63(야사동),경상북도 영천시 야사동 334-18,경상북도 영천시청,054-330-6663,35.9744944,128.9425506,2015-09-15
1405,중앙동 주민센터,민원실,경상북도,영천시,관공서,KT,Public WiFi Free,2015-11-1,경상북도 영천시 천문로 402-4 (문내동),경상북도 영천시 문내동 2-4,경상북도 영천시청,054-330-6663,35.9755403,128.9308836,2015-09-15
1406,서부동 주민센터,민원실,경상북도,영천시,관공서,KT,Public WiFi Free,2015-11-1,경상북도 영천시 장수로 19 (화룡동),경상북도 영천시 화룡동 219-11,경상북도 영천시청,054-330-6663,35.9637477,128.9210507,2015-09-15
1407,완산동 주민센터,민원실,경상북도,영천시,관공서,KT,Public WiFi Free,2015-11-1,경상북도 영천시 완산2길 9 (완산동),경상북도 영천시 완산동 994,경상북도 영천시청,054-330-6663,35.9648523,128.9396967,2015-09-15
1408,남부동 주민센터,민원실,경상북도,영천시,관공서,KT,Public WiFi Free,2015-11-1,경상북도 영천시 쇠늘안길 5 (도동),경상북도 영천시 도동178-10,경상북도 영천시청,054-330-6663,35.9732914,128.9385492,2015-09-15
1409,보건소,민원실,경상북도,영천시,관공서,KT,Public WiFi Free,2015-11-1,경상북도 영천시 옛군청 1길31,경상북도 영천시 문내동152-1,경상북도 영천시청,054-330-6663,35.9685384,128.9325515,2015-09-15
1410,영천시 종합복지센터,사무실 및 건물복도,경상북도,영천시,서민?복지시설,KT,Public WiFi Free,2015-11-1,경상북도 영천시 중앙동2길 36,경상북도 영천시 문내동14-2,경상북도 영천시청,054-330-6663,35.9718408,128.9318149,2015-09-15
1411,영천시 장애인 종합복지관,사무실 및 건물복도,경상북도,영천시,서민?복지시설,KT,Public WiFi Free,2015-11-1,경상북도 영천시 보목2길 10,경상북도 영천시 야사동 280-2,경상북도 영천시청,054-330-6663,35.97115,128.9412559,2015-09-15
1412,영천희망원,사무실 및 식당동,경상북도,영천시,서민?복지시설,KT,Public WiFi Free,2015-11-1,경상북도 영천시 한방로 195-6,경상북도 영천시 작산동130,경상북도 영천시청,054-330-6663,35.9410432,128.9488675,2015-09-15
1413,영천희망의 둥지,1층,경상북도,영천시,서민?복지시설,KT,Public WiFi Free,2015-11-1,경상북도 영천시 천문로 349-1,경상북도 영천시 창구동 143-2,경상북도 영천시청,054-330-6663,35.968944,128.9303488,2015-09-15
1414,원고개시장,대구유통 매장,대구광역시,서구,기타,SKT,public Wifi,2014-1-1,대구광역시 서구 북비산로65길6-3,대구광역시 서구 비산동 569-2,대구광역시 서구청,053-663-2473,35.8801894,128.5691594,2016-09-10
1415,의왕시 청계종합사회 복지관,4층~5층,경기도,의왕시,서민·복지시설,LGU+,Public WiFi Free,2014-1-1,경기도 의왕시 덕장로 19,경기도 의왕시 청계동 983,경기도 의왕시청,031-345-2301,37.39122341,126.9949998,2016-05-31
1416,의왕시 청계동 주민센터,민원실,경기도,의왕시,관공서,SKT,Public WiFi Free,2014-1-1,경기도 의왕시 안양판교로 232,경기도 의왕시 포일동 602-15,경기도 의왕시청,031-345-2301,37.38858352,126.9960841,2016-05-31
1417,의왕시 청계동 작은도서관,도서관 내부,경기도,의왕시,관공서,의왕시,uiwang,2014-1-1,경기도 의왕시 안양판교로 232,경기도 의왕시 포일동 602-15,경기도 의왕시청,031-345-2301,37.38858352,126.9960841,2016-05-31
1418,의왕시 중앙도서관,지하 1층  1~3층  외부,경기도,의왕시,관공서,의왕시,uiwang  Public WiFi Free,2014-1-1,경기도 의왕시 골우물길 49,경기도 의왕시 고천동 157,경기도 의왕시청,031-345-2301,37.34217648,126.9684286,2016-05-31
1419,의왕시 자연학습공원,안내소 내외부,경기도,의왕시,관광,의왕시,park,2014-1-1,경기도 의왕시 왕송못동로 307,경기도 의왕시 월암동 543-3,경기도 의왕시청,031-345-2301,37.30712099,126.952258,2016-05-31
1420,의왕시 오전동 주민센터,민원실,경기도,의왕시,관공서,SKT,Public WiFi Free,2014-1-1,경기도 의왕시 찬우물길 11,경기도 의왕시 오전동 844-18,경기도 의왕시청,031-345-2301,37.35347609,126.9715047,2016-05-31
1421,의왕시 오전동 작은도서관,도서관 내부,경기도,의왕시,관공서,의왕시,uiwang,2014-1-1,경기도 의왕시 찬우물길 11,경기도 의왕시 오전동 844-18,경기도 의왕시청,031-345-2301,37.35347609,126.9715047,2016-05-31
1422,의왕시 여성회관,1층~3층,경기도,의왕시,서민·복지시설,LGU+,Public WiFi Free,2014-1-1,경기도 의왕시 오전로 122,경기도 의왕시 오전동 852,경기도 의왕시청,031-345-2301,37.35491868,126.9753981,2016-05-31
1423,의왕시 아름채 노인복지관,지하 1층  1~3층,경기도,의왕시,서민·복지시설,KT,Public WiFi Free,2014-1-1,경기도 의왕시 문화공원로 47,경기도 의왕시 고천동 100,경기도 의왕시청,031-345-2301,37.34275425,126.9724797,2016-05-31
1424,의왕시 사랑채 노인복지관,1층~3층,경기도,의왕시,서민·복지시설,KT,Public WiFi Free,2014-1-1,경기도 의왕시 복지로 109,경기도 의왕시 내손2동 644-1,경기도 의왕시청,031-345-2301,37.40597201,126.9861659,2016-05-31
1425,의왕시 부곡동 주민센터,민원실,경기도,의왕시,관공서,SKT,Public WiFi Free,2014-1-1,경기도 의왕시 부곡시장길 75,경기도 의왕시 삼동 101,경기도 의왕시청,031-345-2301,37.3184847,126.9567291,2016-05-31
1426,의왕시 부곡동 작은도서관,도서관 내부,경기도,의왕시,관공서,의왕시,uiwang,2014-1-1,경기도 의왕시 부곡시장길 75,경기도 의왕시 삼동 101,경기도 의왕시청,031-345-2301,37.3184847,126.9567291,2016-05-31
1427,의왕시 내손동 작은도서관,도서관 내부,경기도,의왕시,관공서,의왕시,uiwang,2014-1-1,경기도 의왕시 갈미로 71,경기도 의왕시 내손1동 787,경기도 의왕시청,031-345-2301,37.37819191,126.9756154,2016-05-31
1428,의왕시 내손2동 주민센터,민원실,경기도,의왕시,관공서,SKT,Public WiFi Free,2014-1-1,경기도 의왕시 복지로 109,경기도 의왕시 내손2동 849-2,경기도 의왕시청,031-345-2301,37.38727535,126.9816985,2016-05-31
1429,의왕시청,민원실  약수터  3층 휴게실,경기도,의왕시,관공서,의왕시,uiwang,2014-1-1,경기도 의왕시 시청로 11,경기도 의왕시 고천동 171,경기도 의왕시청,031-345-2301,37.34475353,126.9688901,2016-05-31
1430,의왕시 희망나래 장애인복지관,1층~4층,경기도,의왕시,서민·복지시설,LGU+,Public WiFi Free,2014-1-1,경기도 의왕시 오전로 27,경기도 의왕시 왕곡동 590-1,경기도 의왕시청,031-345-2301,37.34839659,126.9815288,2016-05-31
1431,의왕시 내손도서관,1층~5층,경기도,의왕시,관공서,의왕시,uiwang,2014-1-1,경기도 의왕시 복지로 109,경기도 의왕시 내손2동 849-2,경기도 의왕시청,031-345-2301,37.38727535,126.9816985,2016-05-31
1432,보건소,민원실,전라남도,여수시,관공서,KT,,2013-10-1,전라남도 전라남도 여수시 시청서4길 47,전라남도 여수시 시청서4길 47,전라남도 여수시청,061-659-5531,34.45336,127.6606,2015-08-31
1433,중부보건지소,민원실,전라남도,여수시,관공서,KT,,2013-10-1,전라남도 여수시 여서동 17-43번지,전라남도 여수시 여서동 17-43번지,전라남도 여수시청,061-659-5531,34.75521,127.7103,2015-08-31
1434,동부보건지소,민원실,전라남도,여수시,관공서,KT,,2013-10-1,전라남도 여수시 공화동 1052번지,전라남도 여수시 공화동 1052번지,전라남도 여수시청,061-659-5531,34.74599,127.7421,2015-08-31
1435,더불어사는마을,사무실,전라남도,여수시,복지시설,KT,,2013-10-1,전라남도 여수시 소라면 덕양리 1343-5,전라남도 여수시 소라면 덕양리 1343-5,전라남도 여수시청,061-659-5531,34.7997,127.6262,2015-08-31
1436,사랑이가득한집,사무실,전라남도,여수시,복지시설,KT,,2013-10-1,전라남도 여수시 문수동 7-7,전라남도 여수시 문수동 7-7,전라남도 여수시청,061-659-5531,34.76033,127.7085,2015-08-31
1437,청소년문화의집,사무실,전라남도,여수시,복지시설,LGU+,,2013-10-1,전라남도 여수시 미평동 593-3번지,전라남도 여수시 미평동 593-3번지,전라남도 여수시청,061-659-5531,34.76325,127.7071,2015-08-31
1438,청소년수련관,사무실,전라남도,여수시,복지시설,LGU+,,2013-10-1,전라남도 여수시 학동 65번지,전라남도 여수시 학동 65번지,전라남도 여수시청,061-659-5531,34.76424,127.6587,2015-08-31
1439,여수농아원,사무실,전라남도,여수시,복지시설,KT,,2014-10-1,전라남도 여수시 대치1길 60,전라남도 여수시 대치1길 60,전라남도 여수시청,061-659-5531,34.74537,127.7006,2015-08-31
1440,종합자원봉사센터,사무실,대구광역시,서구,서민·복지시설,KT,public Wifi,2014-1-1,대구광역시 서구 국채보상로399,대구광역시 서구 비산동 399-34,대구광역시 서구청,053-663-2473,35.8722466,128.5747635,2016-09-10
1441,서구문화회관,가로등,대구광역시,서구,서민·복지시설,SKT,public Wifi,2014-1-1,대구광역시 서구 당산로403,대구광역시 서구 이현동 48-144,대구광역시 서구청,053-663-2473,35.872816,128.5455271,2016-09-10
1442,종합사회복지관,각층 복도천장,대구광역시,서구,서민·복지시설,SKT,public Wifi,2014-1-1,대구광역시 서구 달구벌대로365길3,대구광역시 서구 내당동 67-9,대구광역시 서구청,053-663-2473,35.8610107,128.5633332,2016-09-10
1443,제일종합사회복지관,각층 복도천장,대구광역시,서구,서민·복지시설,SKT,public Wifi,2014-1-1,대구광역시 서구 옥산로6길9,대구광역시 서구 원대동3가 1120-1,대구광역시 서구청,053-663-2473,35.8857365,128.5788496,2016-09-10
1444,원대시장,시장내,대구광역시,서구,기타,KT,public Wifi,2014-1-1,대구광역시 서구 달서천로83길13,대구광역시 서구 원대동3가 1223-13,대구광역시 서구청,053-663-2473,35.8830518,128.5780382,2016-09-10
1445,대평리시장,시장내,대구광역시,서구,기타,KT,public Wifi,2014-1-1,대구광역시 서구 문화로49길25,대구광역시 서구 평리동 676-7,대구광역시 서구청,053-663-2473,35.8779986,128.5589354,2016-09-10
1446,중평시장,시장내,대구광역시,서구,기타,KT,public Wifi,2014-1-1,대구광역시 서구 서대구로17길16,대구광역시 서구 평리동 1437-5,대구광역시 서구청,053-663-2473,35.865386,128.5539205,2016-09-10
1447,소망모자원,사무실,대구광역시,서구,서민·복지시설,SKT,public Wifi,2014-1-1,대구광역시 서구 새방로25길46,대구광역시 서구 상리동 644,대구광역시 서구청,053-663-2473,35.866374,128.5257,2016-09-10
1448,대구북부고용센터,민원실,대구광역시,서구,서민·복지시설,KT,public Wifi,2014-1-1,대구광역시 서구 서대구로9,대구광역시 서구 내당동469-3,대구광역시 서구청,053-663-2473,35.8587775,128.5567093,2016-09-10
1449,북부정류장,쉼터공원,대구광역시,서구,교통시설,LGU+,public Wifi,2014-1-1,대구광역시 서구 서대구로295,대구광역시 서구 비산동 1856-3,대구광역시 서구청,053-663-2473,35.885286,128.5551351,2016-09-10
1450,서구문화회관,1층 사무실,대구광역시,서구,서민·복지시설,SKT,public Wifi,2014-1-1,대구광역시 서구 당산로403,대구광역시 서구 이현동 48-144,대구광역시 서구청,053-663-2473,35.872816,128.5455271,2016-09-10
1451,서구청소년수련관,지하 통신실,대구광역시,서구,서민·복지시설,SKT,public Wifi,2014-1-1,대구광역시 서구 문화로122,대구광역시 서구 이현동 48-8,대구광역시 서구청,053-663-2473,35.873609,128.5454813,2016-09-10
